Id,Authors,Article Title,Journal Title,Journal Abbreviation,MedlinePgn,Volume,Date,PMID,Book Accession,DOI,Abstract,Publication Type,Query,Topic,Impact Factor > 8,Impact Factor Number
224,"DR. Jones, R. Foulger, WJ. Keune, Y. Bultsma and N. Divecha, ",PtdIns5P is an oxidative stress-induced second messenger that regulates PKB activation.,FASEB journal : official publication of the Federation of American Societies for Experimental Biology ,FASEB J,1644-56,27(4) ,(Apr. 2013). ,23241309,,DOI 10.1096/fj.12-218842.,"Oxidative stress initiates signaling pathways, which protect from stress-induced cellular damage, initiate apoptosis, or drive cells into senescence or into tumorigenesis. Oxidative stress regulates the activity of the cell survival factor PKB, through the regulation of PtdIns(3,4,5)P₃ synthesis. Whether oxidative stress regulates other phosphoinositides to control PKB activation is not clear. Here we show that PtdIns5P is a redox-regulated second messenger. In response to hydrogen peroxide (H₂O₂), we measured an increase in PtdIns5P in cells derived from human osteosarcoma, U2OS (5-fold); breast tumors, MDA-MB-468 (2-fold); and fibrosarcoma, HT1080 (3-fold); and in p53-null murine embryonic fibroblasts (8-fold). In U2OS cells, the increase in H₂O₂-dependent PtdIns5P did not require mTOR, PDK1, PKB, ERK, and p38 signaling or PIKfyve, a lipid kinase that increases PtdIns5P in response to osmotic and oncogenic signaling. A reduction in H₂O₂-induced PtdIns5P levels by the overexpression of PIP4K revealed its role in PKB activation. Suppression of H₂O₂-induced PtdIns5P generation reduced PKB activation and, surprisingly, reduced cell sensitivity to growth inhibition by H₂O₂. These data suggest that inhibition of PIP4K signaling might be useful as a novel strategy to increase the susceptibility of tumor cells to therapeutics that function through increased oxidative stress.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,N,
225,"BK. Yap, J. Homer, N. Parrott, S. Loughran, B. Murby, R. Swindell and A. Gandhi, ",Use of Pre-Ablation Radioiodine-131 Scan to Assess the Impact of Surgical Volume and Specialisation following Thyroidectomy for Differentiated Thyroid Carcinoma.,European thyroid journal ,Eur Thyroid J,275-81,2(4) ,(Dec. 2013). ,24783059,,DOI 10.1159/000355911.,We evaluated the relationship between thyroid remnant size following thyroidectomy for differentiated thyroid carcinoma and surgical volume and specialisation by assessing pre-ablation radioiodine-131 ((131)I) thyroid bed uptake (TBU) scanning as a surrogate for residual thyroid tissue.,|Journal Article,"""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,N,
226,"ND. James, MR. Spears, NW. Clarke, DP. Dearnaley, JS. De Bono, J. Gale, J. Hetherington, PJ. Hoskin, RJ. Jones, R. Laing, JF. Lester, D. McLaren, CC. Parker, MKB. Parmar, AWS. Ritchie, JM. Russell, RT. Strebel, GN. Thalmann, MD. Mason and MR. Sydes, ","Survival with Newly Diagnosed Metastatic Prostate Cancer in the ""Docetaxel Era"": Data from 917 Patients in the Control Arm of the STAMPEDE Trial (MRC PR08, CRUK/06/019).",European urology ,Eur Urol,1028-1038,67(6) ,(Jun. 2015). ,25301760,,DOI 10.1016/j.eururo.2014.09.032.,Prostate cancer (PCa) is the second most common disease among men worldwide. It is important to know survival outcomes and prognostic factors for this disease. Recruitment for the largest therapeutic randomised controlled trial in PCa--the Systemic Therapy in Advancing or Metastatic Prostate Cancer: Evaluation of Drug Efficacy: A Multi-Stage Multi-Arm Randomised Controlled Trial (STAMPEDE)--includes men with newly diagnosed metastatic PCa who are commencing long-term androgen deprivation therapy (ADT); the control arm provides valuable data for a prospective cohort.,"|Journal Article|Randomized Controlled Trial|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,24.267
227,"B. Yasar, HJ. Byers, MJ. Smith, J. Lear, D. Oudit, Z. Bholah, SA. Roberts, WG. Newman and DG. Evans, ",Common variants modify the age of onset for basal cell carcinomas in Gorlin syndrome.,European journal of human genetics : EJHG ,Eur J Hum Genet,708-10,23(5) ,(May. 2015). ,25159867,,DOI 10.1038/ejhg.2014.167.,"Gorlin syndrome is an autosomal dominant disorder, characterized by multiple early-onset basal cell carcinomas (BCCs) and jaw keratocysts. Through association studies in cohorts of sporadic BCC, nine genetic variants have previously been identified to increase the risk of BCC. The nine SNPs were genotyped by Taqman allelic discrimination in 125 individuals with Gorlin syndrome. Kaplan-Meier survival curves and Cox proportional-Hazard regression analysis were applied to determine the association between genotypes and age of first BCC in individuals with Gorlin syndrome. The p.(Arg151Cys) variant in MC1R (rs1805007) was associated with an earlier median age of onset of BCC of 27 years (95% CI: 20-34) compared with 34 years (95% CI: 30-40) for wild-type individuals (hazard ratio (HR)=1.64, 95% CI: 1.04-2.58, P=0.034). The risk allele of the variant at the chromosome 5p15 locus encompassing TERT-CLPTM1L (rs401681) was also associated with an earlier median onset of BCC, 31 years (95% CI: 28-37) compared with 41 years (95% CI: 32-48, HR=1.44, 95% CI: 1.08-1.93, P=0.014). In individuals with a risk allele at either rs1805007 or rs401681 the median time to BCC was 31 years of age (95% CI: 28-34) compared with 44 years of age (95% CI: 38-53) in wild-type individuals (HR=2.48, 95% CI: 1.47-4.17, P=0.0002). Our findings may have implications for future personalized risk estimates and BCC screening strategies in individuals with Gorlin syndrome.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,N,
228,"I. Arozarena, I. Goicoechea, O. Erice, J. Ferguson, GP. Margison and C. Wellbrock, ",Differential chemosensitivity to antifolate drugs between RAS and BRAF melanoma cells.,Molecular cancer ,Mol Cancer,154,13,(Jun. 2014). ,24941944,,DOI 10.1186/1476-4598-13-154.,"The importance of the genetic background of cancer cells for the individual susceptibility to cancer treatments is increasingly apparent. In melanoma, the existence of a BRAF mutation is a main predictor for successful BRAF-targeted therapy. However, despite initial successes with these therapies, patients relapse within a year and have to move on to other therapies. Moreover, patients harbouring a wild type BRAF gene (including 25% with NRAS mutations) still require alternative treatment such as chemotherapy. Multiple genetic parameters have been associated with response to chemotherapy, but despite their high frequency in melanoma nothing is known about the impact of BRAF or NRAS mutations on the response to chemotherapeutic agents.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,41.444
229,"JD. Worboys, J. Sinclair, Y. Yuan and C. Jørgensen, ",Systematic evaluation of quantotypic peptides for targeted analysis of the human kinome.,Nature methods ,Nat Methods,1041-4,11(10) ,(Oct. 2014). ,25152083,,DOI 10.1038/nmeth.3072.,"In targeted proteomics it is critical that peptides are not only proteotypic but also accurately represent the level of the protein (quantotypic). Numerous approaches are used to identify proteotypic peptides, but quantotypic properties are rarely assessed. We show that measuring ratios of proteotypic peptides across biological samples can be used to empirically identify peptides with good quantotypic properties. We applied this technique to identify quantotypic peptides for 21% of the human kinome.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,47.99
230,"S. Björner, PA. Fitzpatrick, Y. Li, C. Allred, A. Howell, A. Ringberg, H. Olsson, CJ. Miller, H. Axelson and G. Landberg, ",Epithelial and stromal microRNA signatures of columnar cell hyperplasia linking Let-7c to precancerous and cancerous breast cancer cell proliferation.,PloS one ,PLoS One,e105099,9(8) ,(2014). ,25122196,,DOI 10.1371/journal.pone.0105099.,"Columnar cell hyperplasia (CCH) is the earliest histologically identifiable breast lesion linked to cancer progression and is characterized by increased proliferation, decreased apoptosis and elevated oestrogen receptor α (ERα) expression. The mechanisms underlying the initiation of these lesions have not been clarified but might involve early and fundamental changes in cancer progression. MiRNAs are key regulators of several biological processes, acting by influencing the post-transcriptional regulation of numerous targets, thus making miRNAs potential candidates in cancer initiation. Here we have defined novel epithelial as well as stromal miRNA signatures from columnar cell hyperplasia lesions compared to normal terminal duct lobular units by using microdissection and miRNA microarrays. Let-7c were among the identified downregulated epithelial miRNAs and its functions were delineated in unique CCH derived cells and breast cancer cell line MCF-7 suggesting anti-proliferative traits potentially due to effects on Myb and ERα. MiR-132 was upregulated in the stroma surrounding CCH compared to stoma surrounding normal terminal duct lobular units (TDLUs), and overexpression of miR-132 in immortalized fibroblasts and in fibroblasts co-cultured with epithelial CCH cells caused substantial expression changes of genes involved in metabolism, DNA damage and cell motility. The miRNA signatures identified in CCH indicate early changes in the epithelial and stromal compartment of CCH and could represent early key alterations in breast cancer progression that potentially could be targeted in novel prevention or treatment schedules.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,N,
231,"K. Stefflova, D. Thybert, MD. Wilson, I. Streeter, J. Aleksic, P. Karagianni, A. Brazma, DJ. Adams, I. Talianidis, JC. Marioni, P. Flicek and DT. Odom, ",Cooperativity and rapid evolution of cobound transcription factors in closely related mammals.,Cell ,Cell,530-40,154(3) ,(Aug. 2013). ,23911320,,DOI 10.1016/j.cell.2013.07.007.,"To mechanistically characterize the microevolutionary processes active in altering transcription factor (TF) binding among closely related mammals, we compared the genome-wide binding of three tissue-specific TFs that control liver gene expression in six rodents. Despite an overall fast turnover of TF binding locations between species, we identified thousands of TF regions of highly constrained TF binding intensity. Although individual mutations in bound sequence motifs can influence TF binding, most binding differences occur in the absence of nearby sequence variations. Instead, combinatorial binding was found to be significant for genetic and evolutionary stability; cobound TFs tend to disappear in concert and were sensitive to genetic knockout of partner TFs. The large, qualitative differences in genomic regions bound between closely related mammals, when contrasted with the smaller, quantitative TF binding differences among Drosophila species, illustrate how genome structure and population genetics together shape regulatory evolution.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,66.85
232,"OM. Rueda, R. Diaz-Uriarte and C. Caldas, ",Finding common regions of alteration in copy number data.,"Methods in molecular biology (Clifton, N.J.) ",Methods Mol Biol,339-53,973,(2013). ,23412800,,DOI 10.1007/978-1-62703-281-0_21.,"In this chapter, we review some recent methods designed for detecting recurrent copy number regions, that is, genomic regions that show evidence of being altered in a set of samples. We analyze Affymetrix SNP6 data from 87 Her2-type breast tumors from a recent study using three different methods, showing different definitions and features of common regions: studying heterogeneity in copy number profiles, refining candidates for driver oncogenes, and consolidating broad amplifications.","|Journal Article|Research Support, Non-U.S. Gov't|Review","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,N,
234,"C. Ferreras, CL. Cole, K. Urban, GC. Jayson and E. Avizienyte, ",Segregation of late outgrowth endothelial cells into functional endothelial CD34- and progenitor-like CD34+ cell populations.,Angiogenesis ,Angiogenesis,47-68,18(1) ,(Jan. 2015). ,25269667,,DOI 10.1007/s10456-014-9446-1.,"Late outgrowth endothelial cells (OECs) that originate from peripheral blood mononuclear cells ex vivo have phenotypic and functional properties of mature endothelial cells. Given the potential therapeutic applications of OECs, understanding their biology is crucial. We have identified two distinct OEC populations based on differential expression of the cell surface marker CD34. OEC colonies lacked CD34 expression (CD34-), expressed CD34 in the majority of cells (CD34+), or showed a mixed expression pattern within a colony (CD34+/-). CD34+ and CD34- OECs were negative for hematopoietic cell marker CD45 and expressed the endothelial cell surface markers CD31, CD146, CD105, and VEGFR-2. Functionally CD34- and CD34+ OECs exhibited strikingly distinct behaviors. CD34- OECs, unlike CD34+ OECs, were capable of sprouting, formed tubes, and responded to angiogenic growth factors in vitro. In vivo, CD34- OECs formed endothelial tubes, while CD34+ OECs, despite being unable to form tubes, promoted infiltration of murine vasculature. Global gene expression profiling in CD34- and CD34+ OECs identified functional importance of the MMP-1/PAR-1 pathway in CD34- OECs. MMP-1 stimulated the expression of VEGFR-2, neuropilin-1, neuropilin-2, and CXCR4 and activated ERK1/2, whereas down-regulation of PAR-1 in CD34- OECs resulted in impaired angiogenic responses in vitro and reduced VEGFR-2 levels. In contrast, the CD34+ OEC colonies expressed high levels of the progenitor cell marker ALDH, which was absent in CD34- OECs. In summary, we show that OECs can be classified into functionally mature endothelial cells (CD34- OECs) that depend on the MMP-1/PAR-1 pathway and progenitor-like angiogenesis-promoting cells (CD34+ OECs).","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,10.658
